id,type,name,concat,house_number,postcode,lat,lon
l5456,pub,Kalli & Co,s7640,4,12099,52.4651819,13.420014
l5457,restaurant,The Sixties Diner,s6809,338,12107,52.42335625,13.395679456470669
l5458,bar,Zyankalibar,s3766,17,10961,52.4915715,13.392825
l5459,hotel,NH Berlin City West,s1850,36 37,10717,52.48877375,13.33050385052577
l5460,pub,Range Bar,s6086,106,10711,52.4978039,13.2936733
l5461,restaurant,to beef or not to beef,s99,3,10823,52.4865603,13.3557273
l5462,hotel,Mercure Hotel Berlin Tempelhof,s4639,214 216,12049,52.4785553,13.426542764122484
l5463,cafe,Cafe Sammeltasse,s5343,75,12247,52.4354778,13.3447856
l5464,cafe,Café Mado,s3997,43,12163,52.4625102,13.3149214
l5465,restaurant,mrhai Life,s129,131,12165,52.4571867,13.3218898
l5466,cafe,Wolke,s8872,108,12157,52.4650127,13.3441689
l5467,restaurant,Merhaba,s6598,32,12049,52.4838008,13.4225619
l5468,restaurant,Mauwal,s10460,102,12101,52.4722655,13.3853328
l5469,hostel,Meininger Hotel Berlin Tempelhofer Ufer,s10461,10,10963,52.4980721,13.3861421
l5470,pub,Rosel,s11350,210,12047,52.4884324,13.428077
l5472,restaurant,Hongkong Garten,s6811,11,12277,52.4245405,13.3729489
l5473,restaurant,Da Dante,s4375,14,10827,52.4877988,13.3575416
l5474,biergarten,Gulliver,s6869,2,12203,52.4471256,13.3165307
l5475,restaurant,Nirwana,s9233,48a,12165,52.4542416,13.3174048
l5476,restaurant,Moghul,s99,5,10823,52.4870643,13.3552616
l5477,restaurant,Azzam,s2722,,12051,52.4682798,13.4300398
l5478,restaurant,Cremina,s10334,60,12161,52.4717255,13.3202835
l5479,cafe,Fritzze,s5409,58,12435,52.4912124,13.4476914
l5480,cafe,Café Vegas,s2722,,12051,52.4680396,13.4278661
l5481,cafe,Dolce Vita,s6461,1,12207,52.4175822,13.3053628
l5482,restaurant,Bellami Burger,s8562,43,12161,52.4658858,13.3297704
l5483,cafe,Chapter One,s7162,30,10961,52.4897851,13.3957876
l5484,pub,Zur alten Dorfschänke,s249,42,12107,52.440191,13.385748996936309
l5485,cafe,"Dobedo kleider, kuchen, künste",s3892,82,10967,52.4935579,13.4184004
l5486,bar,Minibar,s3892,77,10967,52.4929734,13.4179205
l5487,pub,ORi,s3315,8,12047,52.4885969,13.4280235
l5488,hotel,Sana Hotel Berlin,s7620,33 34,10777,52.4990529,13.334525268872481
l5489,cafe,Ketori,s11350,202,12047,52.48772,13.431108
l5490,restaurant,Chutnify,s8063,23,12047,52.4899241,13.4333546
l5491,bar,Mysliwska,s9205,35,10997,52.4994811,13.44534
l5492,restaurant,Antep Etoğlu Sofrasi,s5922,36,10967,52.4884444,13.4245994
l5493,bar,Nathanja & Heinrich,s11247,44,12045,52.4874088,13.4367417
l5494,pub,Friend’s Cocktailbar,s7879,38,10707,52.4983046,13.3174026
l5495,restaurant,Garcon,s2954,30,10717,52.4894921,13.3196727
l5496,restaurant,Trattoria RetroGusto,s2808,13,12349,52.4144675,13.4215254
l5497,restaurant,Mesa,s7875,3,10713,52.4815591,13.3185731
